Job Title,Company,Location,Experience,Job ID,Listing URL,Job URL,Salary,Skills,Description,Company Details,Additional Requirements
"Data Engineer II - Python, AWS & Pyspark",JPMorgan Chase Bank,Hyderabad,2-7 Yrs,240426502494,https://www.naukri.com/job-listings-data-engineer-ii-python-aws-pyspark-jp-morgan-and-chase-hyderabad-2-to-7-years-240426502494,https://www.naukri.com/job-listings-data-engineer-ii-python-aws-pyspark-jpmorgan-chase-bank-hyderabad-2-7-yrs-240426502494,,"Data analysis, Data migration, Front end, NoSQL, Data modeling, Agile, Data processing, Analytics, SQL, Python","Job description
You thrive on diversity and creativity, and we welcome individuals who share our vision of making a lasting impact. Your unique combination of design thinking and experience will help us achieve new heights.
As a Data Engineer II at JPMorgan Chase within the Consumer Community Banking Team, Commerce space, you are part of an agile team that works to enhance, design, and deliver the data collection, storage, access, and analytics solutions in a secure, stable, and scalable way.
Job responsibilities
Organizes, updates, and maintains gathered data that will aid in making the data actionable
Demonstrates basic knowledge of the data system components to determine controls needed to ensure secure data access
Be responsible for making custom configuration changes in one to two tools to generate a product at the business or customer request
Updates logical or physical data models based on new use cases with minimal supervision
Adds to team culture of diversity, opportunity, inclusion, and respect
Required qualifications, capabilities, and skills
Formal training or certification on software development concepts and 2+yrs applied experience in PySpark, AWS Python.
Proficiency in one or more large-scale data processing distributions such as PySpark along with knowledge on Data Pipeline (DPL), Data Modeling, Data warehouse, Data Migration and so-on.
Advanced at SQL (e.g., joins and aggregations)
Working understanding of NoSQL databases
Significant experience with statistical data analysis and ability to determine appropriate tools to perform analysis
Basic knowledge of data system components to determine controls needed
Good understanding of domain driven design, micro-services patterns, and architecture
Preferred qualifications, capabilities, and skills
Familiarity with modern front-end technologies
Experience designing and building REST API services using Java
Exposure to cloud technologies - knowledge on Hybrid cloud architectures is highly desirable.
Good to have AWS Certification.


Disclaimer :This job posting has been aggregated from external source. Role details, content, and availability are subject to change. Applicants are advised to confirm the latest information directly on the company website before applying.
Role: Data Engineer
Industry Type: Financial Services
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
Data analysisData migrationFront endNoSQLData modelingAgileData processingAnalyticsSQLPython",,"Role: Data Engineer
Industry Type: Financial Services
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Developer,Quantum Phinance,Mumbai,1-3 Yrs,240426922872,https://www.naukri.com/job-listings-python-developer-quantum-phinance-pvt-ltd-mumbai-1-to-3-years-240426922872,https://www.naukri.com/job-listings-python-developer-quantum-phinance-mumbai-1-3-yrs-240426922872,,"Python Programming Language, Docker, XML, Data Structures, JSON, SQL databases, Rest APIs, Kubernetes","Job description
Responsibilities > Develop, maintain, and troubleshoot Python scripts for data engineering and automation use cases. > Integrate the scripts with existing software solutions. > Demonstrate excellent communication skills and effective collaboration in a team-oriented environment > Stay updated with new technologies and concepts > Exhibit excellent time management skills and ability to prioritize > Translate customer and business needs to technical solutions Required skills > Proficiency in the Python programming language. > Good understanding/experience with SQL databases. > Good understanding/experience with file formats like Excel, csv, XML, JSON. > Good knowledge and understanding of common library implementations of data structures & algorithms > Experience with web services and REST APIs Good to have skills > Linux administration and advanced troubleshooting > Experience with containers (Docker) and their orchestration (Kubernetes) Conceptual understanding of > Algorithms and Data Structures > Probability and Statistics > Basic concepts in Finance
Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.C.A. in Any Specialization, B.Tech / B.E. in Any Specialization
PG: MCA in Any Specialization
Doctorate: Doctorate Not Required
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python Programming Language
DockerXMLData StructuresJSONSQL databasesRest APIsKubernetes",,"Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Developer,Techocipher,Pune,2-5 Yrs,240426500349,https://www.naukri.com/job-listings-python-developer-techocipher-pune-2-to-5-years-240426500349,https://www.naukri.com/job-listings-python-developer-techocipher-pune-2-5-yrs-240426500349,,"Backend, Version control, GIT, Django, MySQL, Debugging, MongoDB, Application software, Python, Testing","Job description
Develop backend applications using Python.
Roles Responsibilities
Develop backend applications using Python.
Write clean and efficient code for web or software applications.
Work with frameworks like Django or Flask.
Integrate APIs and databases.
Test and debug applications.
Skills
Core Python programming
Basic OOP concepts
Django or Flask basics
Database basics (MySQL / MongoDB)
REST API integration
Debugging and testing
Git version control


Disclaimer : This job posting has been aggregated from external source. Role details, content, and availability are subject to change. Applicants are advised to confirm the latest information directly on the company website before applying.
Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
BackendVersion controlGITDjangoMySQLDebuggingMongoDBApplication softwarePythonTesting",,"Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Developer,Sagar Informatics,Noida,2-3 Yrs,230426504066,https://www.naukri.com/job-listings-python-developer-sagar-informatics-private-limited-noida-2-to-3-years-230426504066,https://www.naukri.com/job-listings-python-developer-sagar-informatics-noida-2-3-yrs-230426504066,3-7 Lacs P.A.,"Backend, Data analysis, Automation, Database design, data security, Automation tools, MySQL, Debugging, Machine learning","Job description

Job Description
Role Objective
Build scalable backend systems and APIs that power real business applications, while evolving into a full-stack / AI-enabled developer over time.

Key Responsibilities
Develop and maintain backend systems using Python (Django / FastAPI )
Design and consume RESTful APIs
Work on database design (PostgreSQL / MySQL / MongoDB)
Optimize performance and scalability
Collaborate with cross-functional teams
Participate in code reviews and debugging
Future-Ready Skills
Required Skills
API exposure (OpenAI, automation tools)
Cloud basics (AWS / Azure)
Microservices understanding
Docker basics
API security (JWT, OAuth)
Strong Python fundamentals
Data Analysis: Pandas, NumPy, Excel
Machine Learning: Scikit-learn, TensorFlow / PyTorch (basic to intermediate)
SQL Database knowledge ( PostgreSQL / MSSQL SERVER/ MongoDB )
Data Visualization: Power BI / Tableau / Matplotlib
REST APIs JSON understanding
Git version control
AI Advanced Skills
Experience with AI APIs ( OpenAI, Hugging Face )
Prompt engineering and LLM usage
NLP basics (text processing, embeddings)
Understanding of recommendation systems
Exposure to automation tools
Key Responsibilities
Collect, clean, and analyze structured unstructured data
Build dashboards and generate actionable business insights
Develop and train machine learning models
Perform feature engineering and model evaluation
Design and integrate AI-powered solutions (chatbots, recommendation systems, automation tools)
Work with REST APIs for model deployment and integration
Implement data pipelines and automation workflows
Collaborate with backend/frontend teams for product integration
Monitor model performance and continuously improve accuracy
Ensure data security and API protection (JWT, OAuth)


Disclaimer :This job posting has been aggregated from external source. Role details, content, and availability are subject to change. Applicants are advised to confirm the latest information directly on the company website before applying.
Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
BackendData analysisAutomationDatabase designdata securityAutomation toolsMySQLDebuggingMachine learning",,"Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Developer Mid level,Nichetech Computer Solutions,Remote,1-3 Yrs,230426500766,https://www.naukri.com/job-listings-python-developer-mid-level-nichetech-computer-solutions-pvt-ltd-remote-1-to-3-years-230426500766,https://www.naukri.com/job-listings-python-developer-mid-level-nichetech-computer-solutions-remote-1-3-yrs-230426500766,4-7 Lacs P.A.,"Front end, Version control, Database design, Postgresql, Django, MySQL, Javascript, HTML, SQL, Python","Job description
Python Developer Mid level
We are looking for a passionate and motivated Python Developer with 1 3 years of experience to join our growing technology team. The ideal candidate should have hands-on experience in developing scalable web applications, writing clean and efficient code, and working in a collaborative environment.
Key Responsibilities
Develop, test, and maintain scalable Python-based applications
Work with frameworks such as Django or Flask
Design and integrate RESTful APIs
Collaborate with front-end developers, designers, and project managers
Optimize application performance and troubleshoot issues
Write reusable, testable, and efficient code
Participate in code reviews and technical discussions
Work on database design and integration (SQL/NoSQL)
Required Skills
Strong proficiency in Python programming
Experience with frameworks like Django , Flask , or FastAPI
Good understanding of REST APIs and web services
Familiarity with front-end technologies (HTML, CSS, JavaScript)
Experience with databases such as MySQL, PostgreSQL, or MongoDB
Knowledge of version control tools like Git
Basic understanding of cloud platforms (AWS/Azure is a plus)
Strong problem-solving and analytical skills
Soft Skills
Good communication and teamwork skills
Ability to learn quickly and adapt to new technologies
Strong attention to detail
Positive attitude and proactive approach


Disclaimer : This job posting has been aggregated from external source. Role details, content, and availability are subject to change. Applicants are advised to confirm the latest information directly on the company website before applying.
Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
Front endVersion controlDatabase designPostgresqlDjangoMySQLJavascriptHTMLSQLPython",,"Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python & AI Developer,Sparix Global,Remote,2-5 Yrs,240426500837,https://www.naukri.com/job-listings-python-ai-developer-sparix-global-private-limited-remote-2-to-5-years-240426500837,https://www.naukri.com/job-listings-python-ai-developer-sparix-global-remote-2-5-yrs-240426500837,,"Project development, Backend, Database design, Technical design, Quality testing, Cloud Services, Postgresql, Agile development, MySQL, Python","Job description
Key Skills:
- AI, Large Language Models (LLM), Retrieval-Augmented Generation (RAG) pipelines
- Python (primary), RESTful APIs, Typescript (bonus), React (bonus)
- Vector databases (Pinecone, Weaviate, FAISS)
- Cloud-native solutions (AWS preferred), Elasticsearch
- Database design (MySQL, PostgreSQL, or similar)

Project Highlights:
- Work with a prestigious, globally recognized client
- Exposure to innovative, cutting-edge technology initiatives
- Design and optimize scalable APIs and AI/ML features
- Immediate impact on system performance and business outcomes
- Agile development environment with cross-functional team collaboration

Roles and Responsibilities:
- Design and develop Python-based services and APIs for the platform
- Integrate advanced AI features, including RAG pipelines, vector search, and LLM applications
- Ensure high standards of code quality, testing, and maintainability
- Partner with Product Managers, Data Scientists, and ML Engineers to translate prototypes into production
- Optimize backend performance and troubleshoot technical issues
- Participate in technical design and architecture discussions
- Share knowledge and collaborate to foster a strong technical culture

Requirements:
- Professional software development experience (Python backend focus)
- Strong knowledge of RESTful APIs and database design
- Exposure to AI/ML, ideally with hands-on experience in embeddings, vector stores, or LLMs
- Practical experience with RAG pipelines (good to have)
- Familiarity with cloud services (AWS preferred), Elasticsearch, scalable data systems
- Bonus: Frontend experience with React/Typescript
- Strong problem-solving skills and ability to work autonomously in a remote-first environment
- Excellent communication skills for effective distributed team collaboration

Benefits:
- Opportunities to work with the latest technologies and complex development projects
- Experience with large, global clients
- Strong development and delivery processes
- Focus on continuous learning and professional development
Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
PG: LLM in Law
Key Skills
Project developmentBackendDatabase designTechnical designQuality testingCloud ServicesPostgresqlAgile developmentMySQLPython",,"Role: Full Stack Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Developer,Oretes Consulting,Bhubaneswar,2-7 Yrs,240426500220,https://www.naukri.com/job-listings-python-developer-oretes-consulting-pvt-ltd-bhubaneswar-2-to-7-years-240426500220,https://www.naukri.com/job-listings-python-developer-oretes-consulting-bhubaneswar-2-7-yrs-240426500220,,"rest, python, css, natural language processing, python development, django rest api, numpy, machine learning, javascript, sql, django framework, pandas, django, postgresql, troubleshooting, html, code review, mysql, api, flask, aws, programming, communication skills","Job description
We are looking for a skilled Python Developer with 2 years of experience. The ideal candidate should have experience in developing web applications using Python, frameworks like Django or Flask, and API development.
Roles and Responsibility
Design, develop, and test software applications using Python.
Collaborate with cross-functional teams to identify and prioritize project requirements.
Develop and maintain high-quality, readable, and well-documented code.
Troubleshoot and resolve technical issues efficiently.
Participate in code reviews and contribute to improving overall code quality.
Stay updated with industry trends and emerging technologies.
Job Requirements
Proficiency in Python programming language.
Experience with frameworks like Django or Flask.
Knowledge of HTML, CSS, and JavaScript.
Strong problem-solving skills and attention to detail.
Excellent communication and teamwork skills.
Ability to work in a fast-paced environment and meet deadlines.
About Company
Oretes Consulting Pvt LTD is a leading consulting firm that provides innovative solutions to clients across various industries. We are committed to delivering high-quality services and building long-term relationships with our clients.


Disclaimer : This job posting has been aggregated from external source. Role details, content, and availability are subject to change. Applicants are advised to confirm the latest information directly on the company website before applying.
Role: Front End Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
restpythoncssnatural language processingpython developmentdjango rest apinumpymachine learningjavascriptsqldjango frameworkpandasdjangopostgresqltroubleshootinghtmlcode reviewmysqlapiflaskawsprogrammingcommunication skills",,"Role: Front End Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Junior Python Developer,Texala India,Pune,1-3 Yrs,240426503915,https://www.naukri.com/job-listings-junior-python-developer-texala-india-pune-1-to-3-years-240426503915,https://www.naukri.com/job-listings-junior-python-developer-texala-india-pune-1-3-yrs-240426503915,,"Backend, Version control, Coding, Postgresql, Django, MySQL, Technical leadership, Data structures, Python, Technical documentation","Job description
  Software Development : Design, develop, and maintain high-quality Python applications and backend services, ensuring code quality, performance, and scalability.
Architectural Design : Collaborate with cross-functional teams to design and implement software architecture that aligns with business requirements and industry best practices. Strong understanding of RESTful architecture, API security (OAuth2, JWT), and API versioning strategies.
API Development : Hands-on experience in designing, developing, and maintaining scalable RESTful APIs using Python Frameowrks (FastAPI, Flask, or Django). Strong understanding of API design principles, including authentication, versioning, and performance optimization.
Code Review : Conduct thorough code reviews to ensure adherence to coding standards, best practices, and maintainability. Mentor junior developers and provide constructive feedback.
Technical Leadership : Act as a technical lead on projects, providing guidance and expertise to the development team. Drive technical decisions and contribute to the overall technical strategy of the organization.
Problem Solving : Analyze and troubleshoot complex issues, identifying root causes and implementing effective solutions. Propose and implement improvements to existing systems.
Collaboration : Work closely with cross-functional teams, including product managers, designers, and QA engineers, to deliver high-quality software solutions within project timelines.
Documentation : Create and maintain comprehensive technical documentation for code, architecture, and development processes.
Technology Research : Stay updated on the latest industry trends, technologies, and best practices. Evaluate and recommend new tools and frameworks to enhance development processes.
Performance Optimization : Identify and address performance bottlenecks in applications, ensuring optimal performance and responsiveness.
Must Have Skills (Core Competencies)
Strong proficiency in Python
Experience in RESTful API development (FastAPI / Flask / Django)
Solid understanding of data structures, algorithms, and OOP concepts
Experience with at least one ML framework (Scikit-learn, TensorFlow, or PyTorch)
Knowledge of API security (JWT, OAuth2)
Experience with databases (PostgreSQL, MySQL, or MongoDB)
Familiarity with Git and version control
Good to Have
Experience with cloud platforms (AWS / Azure / GCP)
Knowledge of Docker / containerization
Experience with microservices architecture
Familiarity with CI/CD pipelines
Wellness programs
Exposure to LLMs / Generative AI (bonus for your current direction)


Disclaimer: This job posting has been aggregated from external source. Role details, content, and availability are subject to change. Applicants are advised to confirm the latest information directly on the company website before applying.
Role: Blockchain Quality Assurance Engineer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Quality Assurance and Testing
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
BackendVersion controlCodingPostgresqlDjangoMySQLTechnical leadershipData structuresPythonTechnical documentation",,"Role: Blockchain Quality Assurance Engineer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Quality Assurance and Testing"
Software Engineer - Python,Innoventes Technologies,Bengaluru,1-3 Yrs,230426504714,https://www.naukri.com/job-listings-software-engineer-python-innoventes-bengaluru-1-to-3-years-230426504714,https://www.naukri.com/job-listings-software-engineer-python-innoventes-technologies-bengaluru-1-3-yrs-230426504714,4-9 Lacs P.A.,"css, c++, sql, java, git, linux, jenkins, software engineering, code review, html, mysql, web development, penetration testing, programming, communication skills, c#, rest, python, software development, c, version control, problem solving, javascript, django, agile, aws","Job description
We are looking for a skilled Software Engineer with expertise in Python to join our team at INNOVENTES. The ideal candidate will have a strong background in software development and excellent problem-solving skills.

Roles and Responsibility


Design, develop, and test software applications using Python.

Collaborate with cross-functional teams to identify and prioritize project requirements.

Develop and maintain high-quality, efficient, and well-documented code.

Troubleshoot and resolve technical issues efficiently.

Participate in code reviews and contribute to improving overall code quality.

Stay updated with industry trends and emerging technologies.


Job Requirements


Proficiency in Python programming language.

Strong understanding of software development principles and methodologies.

Excellent problem-solving skills and attention to detail.

Ability to work collaboratively in a team environment.

Strong communication and interpersonal skills.

Familiarity with agile development methodologies and version control systems.



Disclaimer :This job posting has been aggregated from external source. Role details, content, and availability are subject to change. Applicants are advised to confirm the latest information directly on the company website before applying.
Role: Software Development - Other
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
cssc++sqljavagitlinuxjenkinssoftware engineeringcode reviewhtmlmysqlweb developmentpenetration testingprogrammingcommunication skillsc#restpythonsoftware developmentcversion controlproblem solvingjavascriptdjangoagileaws",,"Role: Software Development - Other
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Urgent Hiring: Python and Agentic AI Engineer,Calsoft,Hybrid - Bengaluru,2-4 Yrs,250226025663,https://www.naukri.com/job-listings-urgent-hiring-python-and-agentic-ai-engineer-calsoft-bengaluru-2-to-4-years-250226025663,https://www.naukri.com/job-listings-urgent-hiring-python-and-agentic-ai-engineer-calsoft-hybrid-bengaluru-2-4-yrs-250226025663,,"Agentic Ai, Data Processing, Machine Learning, Python, Algorithm Development, Data Structures, Natural Language Processing, Classification Algorithms, Model Evaluation","Job description
Location Preference: Bengaluru
Experience: 3 to 5 Years
Employment Type: Full-Time
Company: Calsoft
Job Description
We are seeking an experienced AI/ML Engineer with strong expertise in Agentic AI workflows and Classification Algorithms. The ideal candidate will design intelligent agent-based systems and develop high-performance ML models to solve complex business challenges.







read more
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Agentic AiData ProcessingMachine LearningPython
Algorithm DevelopmentData StructuresNatural Language ProcessingClassification AlgorithmsModel Evaluation",,
Python Developer,Protiviti India,Mumbai (All Areas)(Powai),1-2 Yrs,220426016877,https://www.naukri.com/job-listings-python-developer-protiviti-india-mumbai-all-areas-1-to-2-years-220426016877,https://www.naukri.com/job-listings-python-developer-protiviti-india-mumbai-all-areas-powai-1-2-yrs-220426016877,,"python developer, Algorithms, Data Structures, OOPS, Pandas, Python Development, python programming, Python, SQL","Job description
Role: Python Developer

Experience: 1 to 2 years
Location: Powai, Mumbai
Work Mode: Work from Office
Contract Duration: 1 year (extendable based on performance)
Shift: Project-dependent (flexibility required)




read more
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
python developer
AlgorithmsData StructuresOOPSPandasPython Developmentpython programmingPythonSQL",,
"Python Data Analyst (Indore, Full Time)",MavenMagnet,Indore,1-3 Yrs,240426923130,https://www.naukri.com/job-listings-python-data-analyst-indore-full-time-mavenmagnet-indore-1-to-3-years-240426923130,https://www.naukri.com/job-listings-python-data-analyst-indore-full-time-mavenmagnet-indore-1-3-yrs-240426923130,,"Python, xlwings, SciPy, Pandas, AI, NumPy, openpyxl","Job description
Role Description
We are seeking a skilled Python Data Analyst to join our dynamic data analytics team
This is a full-time, on-site role based in Indore
As a key member of our team, you will leverage Python to analyze data, create insightful visualizations, and develop machine learning models to drive business decisions
Only candidates currently residing in Indore or willing to relocate to Indore are eligible to apply
What you will do?Python ProgrammingUtilize Python libraries to efficiently process and analyze data
Develop automation scripts to streamline calculations and tabulations traditionally performed using Excel pivot tables and formulas
Test, debug, and optimize Python code to ensure accuracy and efficiency
Provide technical support to end-users utilizing the developed scripts
Document code and conduct training sessions for end-users
Minimum 1 year of experience automating repetitive calculations using Python. Proficiency in at least one popular Python framework (such as Pandas, openpyxl, xlwings, NumPy, SciPy, etc.). Strong written and verbal communication skills. Advanced proficiency in MS Excel (formulas, pivot tables). Working knowledge of MS PowerPoint for reporting and presentations. Bachelor's degree
Role: Data Analyst
Industry Type: Emerging Technologies (AI/ML)
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Business Intelligence & Analytics
Education
UG: Any Graduate
PG: Any Postgraduate
Doctorate: Doctorate Not Required
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python
xlwingsSciPyPandasAINumPyopenpyxl",,"Role: Data Analyst
Industry Type: Emerging Technologies (AI/ML)
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Business Intelligence & Analytics"
Python Automation Engineer,Larsen & Toubro (L&T),Bengaluru,2-5 Yrs,220426004277,https://www.naukri.com/job-listings-python-automation-engineer-larsen-toubro-l-t-bengaluru-2-to-5-years-220426004277,https://www.naukri.com/job-listings-python-automation-engineer-larsen-toubro-l-t-bengaluru-2-5-yrs-220426004277,10-14 Lacs P.A.,"Linux, Python, Jenkins, GIT, Python Testing, Shell Scripting, Github, Pytest, Ci/Cd","Job description
Key Qualifications:

Experience: 2-5 Years
Location: Bangalore
Notice Period: Immediate joiners'

Job Description:

1. Strong hands-on experience in Python programming, including automation development and framework development using Python
2. Good understanding of Python OOP concepts and best coding practices
3. Hands-on experience in automation using Python for test validation and CI/CD workflows
4. Working experience in Linux environments
5. Good knowledge of Shell scripting, Jenkins, Jenkins Pipeline framework, and GitHub
6. Prior experience in a semiconductor firm with exposure to SoC validation procedures is a plus.
7. Strong communication skills for effective cross-functional collaboration
8. Strong problem-solving and debugging skills
Role: Automation Developer
Industry Type: Engineering & Construction
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.Tech / B.E. in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
LinuxPython
JenkinsGITPython TestingShell ScriptingGithubPytestCi/Cd",,"Role: Automation Developer
Industry Type: Engineering & Construction
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
